sha256,cluster
0edea62aaaed95102ff9ea273191da4ca5c2ebadf6d18402605a78f9fcc4747d,4
04cf7627a75f6fc64eba252e5810d760c9e75ad9845e3c43bfb503fca242203c,4
79120e3b255725ab257c573e033235fe45f0deef11143c47926c28bdf36261cf,4
58934d73ebf132c7a023e0fd55652d16d3cd75a930b000d290b6f4521823e7cb,4
d4c636770e6f59002a1f9e58c3eb756ec0a8fa669bc177246f6a5b00b9942b33,4
78bbb45af2173b5f4e907181205ac091241a883d3a03be126d7cbad36135e7ae,4
5fb638c92145ae7cc716decf056c9a8e9e7adcd5b5fad4673e4702422f174ed4,3
dab23464737c9e0d5bf2f01bee25460378c78dd22d9d0078832b1893dd0ee9d5,3
f6b660c43b3074913347a4d6f141a987fd365b99832fff6c5ceba465ae7e55e5,4
18b41d87d42e1de0ad6d7b839f2ead45009c2ded11288c75d0c013ab1c98ed12,2
6c3278076b6f3eb5d428e08d1f4cdd48156667edb0de5c6d029bfa51155b0bb0,1
e990ddcb21be207debb55580bf4c879286fd368550f9fb5d3d4d435e70eef0bb,4
2d1fbdabb433300c13946f2288fcd1b686242c52a9bbbe19c2d3f8aea3a61dab,3
13ab80263b6570b1eea95b5fde19512b1f7bab2cd42aba46219cb261df611147,2
4095d38ea984d469bd65adab19539b47ee6959d05e530e117851178257ca3061,3
b7a3b6a819763e123b56fdbd991dacd7bbe6e7a60af8855dae8c210b105ceb85,3
c999eb7b4835176ccbece06e83d7cb0609117213332760437b400e34c00ffd85,1
5d73ffaa30e98bc679653d595d2a19bd9226b538dc8c82c55f3b69ea894a0e88,4
a003c0b85a7c5bc5260d6721ef327bd7286b7cffbd1b55f9177704288d1fe3d7,4
406d4dc9cfb25c8f9b0eb98e839564e83fb61c1dbcf5eb114583ac81ead4ea72,3
637f679606a938e4abaddf0cfbf4b28e84e74bb37dcbc6d5a8b0c7f8340a87ff,1
bb9fc2978559905ad1457368da8cabf8ed0711b91a06610b8a157fe0fae1dec0,4
b672a0ae6b7c0b58b319c99882af8e4be4fe1fe3d85b23b292705b457e58adbc,4
dcba76de11675fb4bc5a4c7268ce5b14b641f69ec727758b776954f5b491fffe,4
32ab9c892ef61323005396f647b38cb30dc133d20119e02261b6aacc3303fbb3,3
6dd7d8dc2599e8a332022d0a7433f38b32db13bf79670395898407d48d7df776,4
826bc5c80e78729d514a6a757ff7ae6d44252e63a19966a0edced8a27a06acf7,4
687b8de270a515d14875aa0157c8d98941438573e10ff1ff42a0413531325719,4
00e4bb191275766546e3bbd30f6c197f8e93af4245f530bd9144a1a33c5faede,3
fb19f18d24122ae6efd348636b859fbe67e08a1b90dce452e9bbf3deb8931858,4
86657d46f44bb5a16205151110e1ee75bc6ef9d95f0cf1945762346a95b97560,4
40d625e6252364158161cddd349702e2f0aab4ebdf32f26717e1a3d4355c8bcc,4
2bf1cc691985148b89cb4b93572b3afdb77418ab019d7513aee2e9f0ef812c58,4
a9b8b2cb15d3d73067fac51f9b81b11d5f909788d8b626f347c584cec75deee2,2
b4266b414069826efaad4c454f9701a17a4feb9e079c268d90b544210ce2c984,3
79a9e18103010f69fae61d6e35ccceb8cbbbb0d1b4b4046dc1dd4ee515904b71,1
ea85ce6c691b20a2054e9d9e3b32ca4bd64c921426518b376a9349c26cd30a51,1
2a0d8e68d53b259d7e019a643be06601073d4684fab6934f9fcf2d2a686d9e94,3
6b3b003281ef612f2abaddccbb7adf33e9cacc06a9a62c397733c17a45ffbfd0,4
78d3f71a37c9bfd6e124242a750a453175a4b89c95a17eee05b609525fe280cb,4
24ca6d174ae1c28e5fa408cf7ab0447067c19994840ea72dd30e3086c81f9d2b,4
1c199c169967534b4510e4fc4f632424612afa8e48236b4a6d063e71a8514b27,3
1d4c0211d11b68fbdf1d1e6da45f2133ac483098834771a200864c325ce23a7f,2
0bd51363ca8cc43757f56761c99d1fbe0a5914691d026ab33b25d6af23c6ac7b,1
2c13a6de3f1b6cdd0451a50555be2a6710da7d021ad1d45e5f9505f95c4b7a67,4
ff73aac4e88a3d2be8a349c065d94ec21e4168925eb41cfa422a30e1f842def7,4
fa00be9c5b2333157dfc3b02f3f5f7b33ff159d12f8ea27879d14cf9ba869c60,4
1717d7df300137445b53db08c7c48ad9a339366e08224de9a701a1d61473ffe6,1
bc2e847ab41e5228beb9baa2dd3a80333c79fd2fee48debc0e8b03547bc46545,3
0d041ae39bfe65cb626dff1bc5c67c9ea3c9f7d07c2aa552db7ea9789b979a3a,4
3b8e9244f8e2d4bd22c83b564ec9d3065ed4653731c0649fd4d578e450f7ab1d,4
05fb6aeff67f262d071279e030c24cf5c1be945611b9360866c12fe08a1a00f9,2
5c431542af26129a0cd501a0cbe90644f7bb75066d43845e42bb0734301aa842,3
5b908c1a596f8b198f7a978fe00f69b138ae7caf8c7d5cdd73dd09fffd913776,3
3e4ee1236533234bba80dcb6116bac58f697207f0aeba0dc58ab8db2c398f680,4
accd705c3d67bb47152f31c690ab32ce9bcd44aec55f5cfc25469f24e06cde90,4
b4797fe452f2b75f6b5eb7d2c47a7878d257316af2875b657db4d13749622500,4
86ae90b6fb9939bc8666cd116d47180550ebe0e542fd53fc9578eff581477e79,4
e3f8d93af801b10bbc507c741343b7fbbcce037b8a8ffbd9643308985e45a8d6,4
5f40dc759755d969c7f520a1a4481b06617c01712bb31b1ad05d4a071ad55d5d,4
c8085e31bee4edaca87ee6c32c4f4477e956499ac3215d45fc83a90d762d3ce0,1
6289d79884723c20481e7386a1dbfbcd02825a92663682c41c977f73829d3cc7,4
58adfc991e564da3016819215c63e4450e91329baaf2ee2dd77a2a02b3adc678,4
f31ada817b34cd82a861752b5448c4c451a7643d17b1692ba7c114502f935a0c,2
1306b96265b9e5e0358961195f6b8f7ca9c06093843257f0ec867ca002a14a42,3
0fcbd6f92b74a3c0e254db5d9c82645ffc2ca2dd98a3d911b255ecdfe345194d,4
18ec5282adccdb460b39d286032a07abb1a1755fbd03284a81b57396937f1815,4
f741479ba21d325631711b3e998014612184377782eecd3bef6254cda9683914,4
3e389ee9598eb6e1f73cfd3018f28ecd0431b472db855dfe6ecf29c7f1e80d2c,4
a269ff6be6828a43002313fef89dc780f564dc89758957fd6450c5c86ab9c293,4
3b9145cbe17397f5079d43e78cfa3598f1685824b271bf005f0afb3dd3d9b9f9,4
6ec65db7fc2994120b93f3d303971912ad12385bb6a310f0064c7786738c4fee,4
8f8ce9c8d670df6c6338cd435347b709b16edaf4958b792f3310e58531e74bbf,4
23b32ec5b0e56b0fd6f12badb55d885e06759f19b050c1e72694d54d112c6e57,4
beaed142b1e0fc5083221608b1201206116744f3bcc5740ec8d4cb61ba843ac4,4
17c188b65d2ba3b0fed2a8775470b913348571774bf79a2309daf57c3dcd1ba2,3
b33634af40a9772b5c36b77b1493f83fc67918c02dd7d509b754b6d389bb6c2a,4
1955fa36b4a7c5557b99b7e23f6fbba9d94309d8e706bdd29b06bd5f2b1faee9,2
7f51dd6015b00920ebeb3d52fe4789b437a1add66d6a3fef7a22239b206efe9b,4
96eb2a670373108f90f19d41e4da882950371f264edc503cf363aab400b7fe0e,2
eadfc3fb47523a5883930335c5e7f1c5647c9017d0191521add3bf0f2c7bb3c1,2
ac5c0c8b411e5616087a5df623051a1baaa0434626bf372b61bd0a02e3c469c0,4
3a4dc54ccea95fa1f14b6f1787bc20b62e24b829d746e64f5aeeae57721400d6,2
1b5a89dc03cb495c30af06522ed827eccc3f0cdcaa330a1903a76362176da99e,4
7119e224118b72b0e2ab572518411ae5d85745af716310c44f0030d48648118d,2
6738c8f55d9d6cc5412bfaddd0b5cf486562bb7f7b88f71d453939fe05da24bb,2
083c545527593977670384dd55eeb61aec00ea7a34ee46a3cc82d34b44196cd4,2
525d1ae010aa48e69fe2c023233afd496e13d3609c9d7f89007c62c10bc2083a,4
0cb2a8328f112656d692fb9324b2bdb546cff415522c214e7cb706aaac0a2807,4
fded7f385ee69d9a9f40f2917895d26b7f3d8048599ad196c194e6a2567bb16e,4
ab98d2f354a096f3f4ed019533e58ed6fe8dd70c2ed86450284603ad3ae49c3c,4
bed9c7ac93de50d571416edea031c4a324b1c17d024a019a110124495f023f54,1
8f6ff599d2122830f98be3620ab1fd5f490fb72967bdbf3a63a31251d5a23dc8,2
715757bd286aea01a99bd59f221fddd6bfd3dbac58f67e467c8a7428ba1e88b4,4
694801da3b8e0e600d43c7991db18796771404c8f88c6a5b054a5fb46367e288,4
7b2e3cad68e173f9c68146e7d13d4d36196b680226ec903cb1fdf754c4c3e97e,2
2a4b5e90ed406abe280b0662f6aab903c2021428024718467c0e1dffdbd9d58a,1
271fba2fb0bfcf5a80088cb0d96b1d6f9dd59fd41563f8513a00866729afadd1,4
5cc263486f1db1d1c144d14239392d1965c8d63f16a870106f4bbd8c21add0ba,4
2ae823005253097f5e189f6b3023850e770a57264ee1a35777c1eeee1e5108d1,2
95fb3656120fd89ab605d8b5538babc3401e6f0e3df79644897dde1b2cbd19cc,2
b89c8c020f279acb768d899f5154397f2248e68f745a712f8376f5cf0b649ced,4
71cb4c9925dc818df4f03ed5af8c80021cb9c0f3b056e5e3017d37be25c4dd82,4
1ae1ef661ae3189f7cca19ff2508ba74944fa91711497d3478840b1925821c68,4
1a98c55db277ea2ad8250050b42bf36142ab75abcbfe93fe83f1e8e06a74ace5,4
18334475c5a611963f4910ab898e8a7e7103e6288d9d60eab31172d6c9fc68d7,4
21fb228b1ca0bbb70e22c9a0032c4e0ff08c3f6aea3d8824705644a7257a352f,3
9cdab58f595bc71e3c152e791f840286b49002504d2d4e721131faf0524d2e14,3
f040b34f7194e81457aeb5695689d1c0a73bbcaf84cd55a1787cbd28d6c638e6,2
5d9a3c6b03858a7af053131161bd422e924544110335773874f64fc6f7dbed78,2
b6726db6c0fd82275c7b3b3b9c22da2b80fffecdf1aeddf1eae312981dba6d68,3
ba4f46652c0d088e819d0180892353ad8091eb55fe62178e942aa7630e1343e1,1
4a45fc13b483856b0ee9b4f4f9c91d6662d5971ec7c4fe841328921891ff3ef6,4
faf49bfb4469f76be25c141ce36d3c32b8af8580a8e785a0a3f15f9cc7a0d08c,4
7a7274ce8b6cfbed87422479ed76c2be2ab60a8964d81ac13432714bd7e731a5,3
c885228307b1009df01edc48089ffaac02e43d5ae1865289c7f9e2b7ae6a64dc,4
68dc1f79c8d891e6c35fa99d9c853240e814e446b7aded9cb172cd4037c821af,4
33715f51a45259f44e8b2668a34000276069398f5280c523b04937cd990a786a,2
bdfd67bbe2ea407e172bf83212ae2aad26722537e46b4e1612f5bac8ff03ccd3,4
9b8cb41c6d98cd7de933b0dad47c007d0f25148360127ab6e82f49e5b86433ff,4
01dda1634d29f485dbdabadb48043c5119ea92d9d4225b0e845de66bd10557b6,4
746e87a44ba3f5218f10e3b65d62debfbfb04ac489c6830f0c322456652a2fd3,4
9e2b9605342184fcca8617a1bc718572ee32efcb4c2059a2521ab0a4a1a62c09,2
a9eb2650fc3d9593e5e8e960364b407ff7c3842dda2c5e0dc31aaacc84ae755a,4
dc27b366c95893dae4f93140f6c3bf2fe716f33a0c128ebdce4eecd04d244bd8,3
a17b37bbdf66d99461cc2a8bbd07a02ab4b1ea20112ba662a42721a948a848e1,1
d99f23daa2b0357f96f91cebde8fd8763533ed0b35fa0d3b164f19480a8e12bf,2
be01b2716cc44d7c19e0376ad02fcf02cbeb2591bd9c6fa21566b94a97a3311a,4
f017886efe4067be97be50b965376f17c412a32e32b2c24a2d7362d59ba665ff,3
cef80fe38103e6a4c9fea459041fcd10dc45131e0717cd109fd9f3c870b873f7,2
3b4d6de4ebd935f7fffc2dcea6409c1202090f06baeca784c532a0f9d114029a,4
7ef6de4813c7eb8abeee90a19467b5851a9fb0b7c8836ae84fdf1d0700616f8c,4
7b95b61701da42bc73dd2f5ea214b3f1c48eb3ef734a1ad69da3cf1c68fe1b8b,3
1a0ee99bcebe4e08836a79bc19a82b7b427750feff6b61b72eef7183081f0dbc,3
dc3ca4cb7e0c8adaf51b3b79161faa6548f9a591efae1d270a948ed7e7a872b0,4
bb4a04c067a5b47361f602840900a1711ae92956b76867a113121a268b37eca8,4
2b215ece74172cb8bd19ae345c225bb2700bc32d4eaed2a708240ec5d04d9741,3
bbec407af25b773c973ccaac1e478ac54b40c5bb421d810d1bdaa60770d2ca69,4
60c2111c52003b1f685e642ae14532b014eb09a078e35bb9e6875d078ea25e9d,1
f02a12fd07f63eaf8956eebc58136fb9824106f2ed8106cf6dc6f5c72074d3da,4
1ecfd3a6af33fd1c5d08dda988f2d30fd1f43d86698f9bcd97df8650e77c42cb,4
6ec3312f9867f0f34e751344b20bb28231826d5c508fff5bd4fd8122071f609b,3
0946fdaf61abdfb59537bfbad468ecb01292f4ee758be49796a624ebc10906f8,2
976a742ecf69bf6d4963787edc5201b074b8b2f83d46dd33808b262649664753,3
dfc1043a93d013890de341ea952dc70f632f86bdf308676c064a4b53168b63b7,4
24e21752d7b6f8a2838f6151d08722bcc6a23e600fa9e9f4348cd07a37c85dcf,2
7d0c9d37f839128bf40dca5928462eb65fd8be206d7f3debbb19428a05c3c526,1
1fa8ed393df58ce96a8ac48e9bdf570cb46aa0195e94c0e1b95123a88362ecd3,4
c1515e730972c0fe859b456bb7cf2969ff4accd418267ae1edd5f2c184dbc23e,4
c92af6b308bf511b23a8eb1930f41fa03329da7d7ef6f71b179c70a0d5c6a874,4
0baf05e52efc68d7add459068a00ede8d05414ec7f158713267264ca83f62799,1
28833a7d3aa508993d43fca3d29665ae6e098170c52f59623d6e1894b04bbcf0,4
1cabfd3fd964dc92cf6998812c6690bad953d03005800cb5f61a2b84126b7243,4
e49f7e108c1db4efcd6d6eee8b92e36d527550a7ce48f9c64d76fe45355eb17e,4
ef78d9ab2bd53890b21a62660a8bbbed8c20031260e736fe64af3124f8bde119,2
1bd3028b093cd09e0c0b26afa2e6ed646896c58093fe6b4d8ad2a6c4c3880a6b,4
b4055732d4a332666b0e80df4eb14989f7c67f1c3ec3b6a39ef145f09fd393f9,4
f2058c0165dce96cb87051ee6299b4becda8d4cfc0a2892f566dbfcf5553d288,2
3e52c2b203c390f9a7cc7fb3009033c2da0c10012ef2cc7a068bf7cfe5aa07c2,3
31a918e006200fcb7943bec7d84a6df3001b64af559932e6d3f9b4587ae5b59e,2
8b82d15bdc353ee99461a68c85d40c28cb13a3545c16f0fc51bb4079130269cd,2
bbd549a09a4b510cdd49d0dca370139e86aede89172d21839c6f19636f2023b1,3
18cd1e11eeff921674ff3d6d722c237cf2b17e0196a04efb5034b78270a75df1,1
efe997e38cd42ee4a9b87844711e22246993c6d8e7f5cfd7b834aea8f502cf8a,4
15aca5de770eac3131fa54b532bea6b5ddb1d72679e435fdd7fdbf91bc97705b,4
7a5dc46e7db37c72574442fbc5a40760b1485125f12ca6ee8efad33bd5da0647,4
2dc740b927d0802dab6b66d3e85b22692f04a32e8df85586379e78c6b3f51813,4
dbd9ec66b020840875177d39f015685a3d1744115a83654e8ad7e010c347db8e,2
dc30d9a5dc3d3170f8b2dd1802fd792ec449b477627900ac752412a1d1bd1f10,2
a9fd9dae254bd81b22570bc38eb4e7dcb81d5d194bd91cdbaed6befca2887e01,2
f6a31b2c337cc632f30fa076a7ddace42811a7a727447accb80cb89db9bfc036,1
f9b22ebf24f43cdbc2a8cdf5bad90d6946947a24e4921fbba83663d6ee2d407f,2
616dd662efc639ade79c67ba90f4faba77d480baa736b8ad3556c9e1c41913ff,4
48fcaf66186258fff131732dc28c48d75ed7112c90eae35c66748c9d39310334,2
dff169db634e55cd7e24ec051c3935af3e6d96b6c5021d4b5d3e119d9a0e765f,3
ab71037d24b29b523e938104edb580268e98685bd300049be210b1bada23b767,4
136a697c8957f6c942d71ec07f82f61301dcc202de0963dc6f148c1ff1971494,4
a9432aa7dce95c20a950e566b6fcfafc26ecf60140d51f3a3b1c4278fed34f16,2
399367b3cbecf779a9a21dd84d1f8c335b3232dcba7a834ee74591fb73929c60,4
29bd647acbc8e19cd1b73d19288b6717c5249da47cc6707af56a73ad51828404,1
1f4a05a9a0f9c80767bc6567bf05aa633e876c99b0dfa9dcd411e6428e6c0c8d,4
69228b071614a89f4ccbb32aabe2aad986f8dedaab33274cd75701057a7ecab9,4
279859dd92c64d0f83217d627865a2afa2a5a1d4b2b4499c4ff2a8bbaa5d51a0,4
1af3fa188eeb23b7e375f5364be9bcbab692748d8cc8afac1e26fac559a8abe9,2
5ef289dc7d5d552c0829ffd0e5abaa8986b98795d22fc4379d981ce5122d1d5c,2
0eef4e519cb8f48bc0694ff1804f36259fb365ab3ff64f7f2ba511a21cc647f6,4
005a9ed6a7ab2dfbe64b23623bc40dc7f8cdfba385fca753ddab38b4ae5c62c7,2
22e450e9b191fd79cf63c17b682e66ad5f5a9e83c9a74943f5323c62857f1867,1
616704d67e8d9fe4d7a4be1815e685779f888d5dabad30bc358ac031f0b64b8b,3
3bc3175ff194769b745d18f61f862fd0033b220e60e3f8c518a75fb3b2d324d1,3
9a36bc3a58eb25ea416b8314bed95b358dbd3a03af874e04c261e1db5e5b6883,2
9d15a688b34f80a409cf27c010a1f0d10314247dcfc298997b2c3bde6e220600,3
86b82b8ff3309fe2807757cc7901605fa6329533e0c158555ec3fea8619ab01b,2
8b6fb2495d1dbfe67f8d509a36693e73b62dbae3b32830b33871b8631ebfe2a7,4
10d68dd0e2c76b6798945cd190c4f026a3d230ebb984fef07354e17e8d50140b,4
cf6910f6ea046395e96c386aaebb6674cf1e56d5ef761f0fa3e348523ad6c309,2
629dbd8c5d5aa02fd130d6cd081c9a113af0f7b34b0975bd13a308f3e110e009,3
a0bf6123eae3543201c908c0345f4587b8e7ae3d329deadbe30ef840f369920a,3
f2389529952ec2e8a72f249fc8ac3ea3bcdd4ba784e46101c5ad5e542257d533,4
f884025e82df4cb631a335bc75370d96dca52ef0695f7f6799111146c1b8cbb7,4
7ff4648ec896fcf36331bdcef706845975c234b71fc08b478f2a68608f1356dd,3
c47f4e67bce4670612e8a64e9ac38376e9c87171c69bd352df28fac39f06be2d,2
4ba5116fefe7d9f3eda25339e17ef37574963adf6bc3356d6af77584c0b71156,2
8122b7a2d181993ca42459bf343a9b23309010467582a909b6f11f5da5cc50d9,4
f1b9b6738d9b88bc53ac464098f6ec9f6738ffccbf9daa01eeea85297044a779,4
8ea9e53194c1c9aac724bf2baa03cd124133c6c8a191f2fe2de22c7c95f89706,3
0ffa51e988a468dc3735a216332cdd84bb12370513a76230e3910e84f9b53c80,1
ed9ca3593b7f59a98492c33668512b79f9880a82f676477648ae64a4bc77a6db,4
c9e84510cab0091ce5ef4c1e4bf948eea3f9fbbf81a9af788407ec5c965af5a2,2
b5793cd657a4b85d1696c137835c4317975fdd70df26d01a220c46b97c0b059d,2
3a3f928e71ad1ae732026334b6304938ed4de27bd32c48aa83ddd05fdb9d5851,3
3e6b023ca088ff893d120dfb8a43f09268b09ae86644fd65673c80d570a773ea,4
473dcabb0bb59b99df73ec2208a0748df8d621545841d9dba44716ce44c3bfcf,3
2b179267bf7a42c37e4a896e09b194b2b9e6739be4fe91bd97b8c7fa5dc05db7,4
268293b2f93493c75536d010cf1cc274f672d933390a7a937267449306de6c49,4
3e54904df2ab76cc75af5eb060b492b97530c230e2c0840c52dc940e3e5f6821,4
f19b07c3bb8dfc4132de6ba743ebe66056e9a45008ec585ed06f87738806c0ef,4
cb1573851e238af8229b8465dd5d7771575475acaf21ff22a3df699d43402566,4
8c0377b7c0ad4c9c4f0ea1fc681b4841f84356920a6623ac0dd17ecdfac324b7,2
2bb5e83d8f936899f9727f3098bc47d0185a04babc2c7c343fb8915a6d03c5d9,3
307462f179397e68cd33be91eaa5b9bf1dd2567ceeb1908231d1b4f9d1cad4ad,2
8f5476d1688122618d07de13e97bb6825501c5a25bf60335a4564da76b35cdbc,4
6f08fb1c2406c86f421f5ccdc708053d085083e650ac8407f1531ed96ce37c20,2
68eb216f88a76db3930b48f1d2c88b20b772cbcc318a7811927780749e29407d,4
bce542a8f4a8ff2dfa5f88030da0e27025099fbf27ceca456e6eddb8d02a1e85,1
1654daf18cf4559f780c1319fd3be7693af1554bed58b89e7e92fe2af2772d97,4
d0744ec7cb56f13320c2327fb9a6bd9e676d851375e0fa25c117c8fece2db275,4
97f43d59aaeb8adcf9ffaf242dec65653b5b89589551ec89da4811c302fb5920,2
97aa306a62c98172d87ab59778f0814f4c1fc32eabe502304c9c146d0643a252,4
ed949d70fccfbc96a08e783b27cb657ea7000f3a10443e2f3861d2a165c89c06,1
c4824dea317a35c844c7ab7a759a750bd881d1064cfd45617f32ea3446650f5f,3
eb137443108010ec77728f8a1f0ffcdf5d6fd0959df62dd8a04d74d643ffd719,4
1becb1a4c6124ae63f253d5573a42462bedbe0b801b4ade4a23c3c388bdf5189,2
8ee1b52918f5a4b387292e130696087dd303f6c89654a65bf2fc07e6f07fd6e3,4
0a0b5dad1842fba1a3d7406a7d7c313175e7f9272d63b15b7b90375cf8ecf73a,4
aa58df1a33bf659313731d5d145d7086e51c1f85693e43aaa534cbc66422823e,1
b31f4abdf8e3e735af36217aa3a37dc654c4a153d055429c7f407847983d914c,2
cff25eb612dcb2f5463c5d32e07edbfe933efd418888c40853e538bdfea01bb1,3
91f9e7fb6d5315f4b8e30ac04d4a27a9591c6820e601dc1c7207f159f9ce2fdb,4
e77fcbee2067a2d16f085400ae86296a243f07f5829db4312a5d458f0a22c3b1,3
cb2c9d9f63b1a215625886c7421ffcf5fdb7dc1246286c38e6279b40b189f559,4
2a1150b635b407c7e6e2b1d875d8594757956c27eb0cc8abf4edcc7eae1176ed,1
5307eb6298ddaa1634aaf09a9cd2005fce07652748c259f1e6d22250290d9332,4
e3a7eb1ec70eccd06be70f46fedf05e3637f72e41f89481f4b87a5aa62e1db6d,4
830e8a7dfbfdeeb3d3bbf9765a5ff874df504dd71c35f2d98390c858f0e3b53e,4
599a0f8d07ed33038a6a34c670a07f477548920140659915978b1a5295853b44,1
93fc3be7f5c884fce1a1d9c69f022e17045284eb285e71081d9d9d71750f12a5,4
445fefc0ff08755e04cd671409081c5dbd21d6b21369a81ffbc96d01230511fa,4
d7ee765554f4121229e7cde069fa12e4ab3ff1e97c41d148bc69937afc213d9f,2
85d5999939f464c87ed77a01bf87e5cff638d22caa36d59d06514b1057a8e79d,3
ffaf58ffc096f203801ef63c8b02949917dc41f6bf9de6526260d9ba6553687f,4
b8bd85faf16f50fff9591154b46b56e9b1a91caef429b5f824655485c90ef6c9,2
a1a5a1bc42ce2b2024a1ea21ec3fed8f199de2825f64d8360d93386d03d24080,4
e4d439071597aeb397892876795ce432d6ae168aa11681cb126751572bbcc556,4
2f5390893addeb17fb4afcbad1ff0ae9ee7c22714373b2cfbf80224156547725,4
aa8d352eb6945e79beb856f858d547015b9eb8bc7fa1af52b71857a913312490,4
0c39fbf61f9c37bff58df791ef72d7dcc27bac5c9b2288dcbada5499a8e69b6e,4
dc72655789d1301db020d5710a3e0fa870e1276e364eb24b9184014650a77e64,4
f1fd42bada0d2070c439f27c100c0dacbba77c8ecf91cc33e636dfcaff169ab0,4
71ede98f91f2c4e514acf494fdb47eae91d9df90d5eaef8b2c9b8ccfe278e05c,4
7f3d96091fc9373840627cea49fe33149c5608e6fd4af062ae17d5b0ff5282bd,3
94de0b13a63bcf8df916d2d0143c664036a7da0c067c7c3ef6fd4c7a25d71ce7,1
5ff208b3cd042a339296b3b4bbd1fe63691685f8d07d452301af0fdf049c2bd1,3
1e329a2f03e5411d3db25a4ef37cb6807f6df5f78698d47e33d9df9a97a5be0e,4
972ec5330f50b78a629c8dd9bd8965ffcc7bf851a1ce41e2da654fefe403f3ad,4
2c8a4edee4a27ba1d173d13b97a80a527157f9404458ff326ae52c5c2a69295e,4
75133f471d15e5a000d3deeac5251f3ae00e65c890c10e987cf270c9f5ea6ae6,4
a78258c2b1dc55240e6a04c31dc49c55f302a8529a0941b0f548ca0a1b285403,1
2a515c730844d30fa1edd95f3c264b6cab68326548bfdad206a60e3e0fc66316,3
4fe3bbc0bd82e26b0ffeb074d5e7644cf7e1bbae6eafab100f4278b3addae562,4
1a0b3162cd0c722a5ac50d3b701b61e9e61198fe5fccc9a668e78c4c731cfe16,1
7a78f329a5ef6a623c7c2af7c32b5bd5ef40239355a4938f53a60e9894a9959e,4
fa8952ff0dc5c585ecd4d0e32d9958f6c243d3492cd59ce524a029b9c5ca7f73,2
fb14984f20ffe88bbdf5d9816f82f5e8e4a4bc3dd2a7b3420ecde5c2ca8ba824,3
6a84581f0c82f32ed71903a5fbc2dcea65724b82991a88e171808c439454f6c4,3
86fd95806993c5b7a46a8e7ae6ec43d9bc08646fec0bb3f1deb71564ba2d3ff2,4
e8ada2a0474faee14e6ea6bf8c19b6335ca6697e667f55ab8c666dfc8d34882f,1
7e1aec6a9daf6d7f6754baa3994913f62f2234b07f36923686dfa5e6dae0831e,2
c9ee4027e2935fedfa18332eae411cef165d068fd8170aaf5582824ab41379d3,3
